Designation (and name),Prov. Des.,q,Q,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2002 PD153,46.582,46.582,8.7,20020814,0.0,169.8,140.1,0.4,0.0,46.582,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PC153,42.615,47.551,7.9,20020814,0.0,11.6,298.5,2.2,0.055,45.083,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PB153,43.883,43.883,9.1,20020814,0.0,172.6,137.3,3.6,0.0,43.883,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PA153,42.591,48.496,8.8,20020814,0.0,170.5,139.4,2.3,0.065,45.544,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PZ152,38.421,49.139,9.1,20020814,0.0,179.9,129.8,33.3,0.122,43.780,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PY152,43.337,43.892,9.4,20020814,0.0,178.6,131.1,5.2,0.006,43.614,( 2d),MPO 38365,"2002/08/15 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PX152,42.766,46.181,8.7,20020814,0.0,167.7,141.4,1.0,0.038,44.473,( 2d),MPO 38365,"2002/08/13 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PW152,45.403,45.403,9.0,20020814,0.0,178.3,131.1,7.4,0.0,45.403,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PV152,41.492,46.880,9.5,20020814,0.0,167.4,141.9,0.8,0.061,44.186,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PU152,42.581,46.488,8.6,20020814,0.0,150.4,158.8,1.2,0.044,44.534,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PT152,45.659,45.659,8.3,20020814,0.0,173.3,135.9,5.6,0.0,45.659,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PS152,38.220,48.583,8.9,20020814,179.5,314.4,175.1,0.9,0.119,43.401,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PR152,43.163,43.163,8.7,20020814,0.0,10.4,298.6,2.4,0.0,43.163,( 2d),MPO 38365,"2002/08/12 807 M. J. Holman, J. J. Kavelaars, T. Grav, W. Fraser"
,2002 PG150,37.686,49.322,7.7,20020814,0.0,270.6,75.9,5.5,0.134,43.504,( 30d),MPO 38365,2002/08/11 807 M. W. Buie
,2002 PQ149,36.628,52.049,7.1,20020923,0.2,179.3,159.2,28.8,0.174,44.339,( 87d),MPO 74203,2002/08/11 807 M. W. Buie
,2002 PP149,37.125,44.460,6.9,20170216,67.4,123.0,159.7,34.8,0.090,40.792,6,MPO 186890,2002/08/11 807 M. W. Buie
,2002 PO149,40.972,46.775,6.6,20170216,154.1,125.0,71.5,0.7,0.066,43.873,4,MPO 303301,2002/08/11 807 M. W. Buie
,2002 PN149,42.254,42.254,7.0,20020814,0.1,158.1,171.5,0.8,0.0,42.254,( 29d),MPO 38365,2002/08/11 807 M. W. Buie
,2002 PK149,37.113,37.113,7.0,20020725,0.0,23.4,306.9,4.8,0.0,37.113,( 1d),MPO 38365,2002/08/11 807 M. W. Buie
,2002 PJ149,41.905,48.818,5.3,20020725,180.6,193.4,316.4,9.7,0.076,45.361,( 1d),MPO 38365,2002/08/11 807 M. W. Buie
,2002 PH149,40.479,45.337,6.6,20020725,359.9,212.6,108.5,8.9,0.057,42.908,( 1d),MPO 38365,2002/08/11 807 M. W. Buie
,2002 PF149,42.892,42.892,6.6,20020725,0.0,218.2,101.1,4.4,0.0,42.892,( 1d),MPO 38364,2002/08/11 807 M. W. Buie
,2002 PE149,43.046,43.046,6.6,20020725,0.0,282.8,27.1,6.1,0.0,43.046,( 1d),MPO 38364,2002/08/11 807 M. W. Buie
,2002 PN147,44.443,44.443,6.3,20020725,0.0,292.2,16.2,1.5,0.0,44.443,( 1d),MPO 38364,2002/08/09 807 M. W. Buie
,2002 GJ166,31.150,47.391,7.9,20020416,0.0,39.9,150.8,4.9,0.207,39.271,( 29d),MPO 32010,2002/04/09 807 M. W. Buie
,2002 GH166,31.600,47.537,7.0,20170216,356.3,218.7,10.7,8.6,0.201,39.568,5,MPO 384155,2002/04/09 807 M. W. Buie
,2002 GB33,45.545,45.545,7.8,20020327,0.0,7.0,147.7,3.7,0.0,45.545,( 1d),MPO 30739,"2002/04/07 568 J. Pittichova, K. J. Meech"
,2002 GA33,43.019,43.019,8.6,20020327,0.0,170.5,344.2,1.0,0.0,43.019,( 1d),MPO 30739,"2002/04/07 568 J. Pittichova, K. J. Meech"
,2002 GY32,35.942,43.495,6.6,20170216,29.8,338.4,225.5,1.8,0.095,39.718,5,MPO 342205,2002/04/06 807 M. W. Buie
,2002 GW32,32.738,37.618,7.4,20170216,212.4,121.0,276.8,6.3,0.069,35.178,3,MPO 104197,2002/04/08 807 M. W. Buie
,2002 GV32,31.921,47.518,7.5,20170216,4.1,172.9,79.1,5.4,0.196,39.719,5,MPO 157365,2002/04/08 807 M. W. Buie
,2002 GU32,36.267,42.808,6.9,20020506,0.1,166.3,56.9,21.9,0.083,39.538,( 70d),MPO 33978,2002/04/08 807 M. W. Buie
,2002 GT32,32.136,46.620,8.1,20020327,360.0,111.5,108.1,2.3,0.184,39.378,( 1d),MPO 30739,2002/04/08 807 M. W. Buie
,2002 GS32,37.601,47.343,7.5,20170216,25.4,318.4,260.5,4.3,0.115,42.472,4,MPO 331230,2002/04/08 807 M. W. Buie
,2002 GR32,28.722,51.121,8.5,20170216,30.4,344.4,206.8,3.3,0.281,39.922,2,MPO 363045,2002/04/07 807 M. W. Buie
,2002 GQ32,32.388,46.490,7.7,20020327,360.0,177.0,26.8,5.8,0.179,39.439,( 4d),MPO 30739,2002/04/07 807 M. W. Buie
,2002 GO32,35.943,42.631,7.6,20020327,360.0,5.3,217.0,12.6,0.085,39.287,( 1d),MPO 30739,2002/04/06 807 M. W. Buie
,2002 GN32,32.042,46.681,6.3,20020506,0.1,183.3,30.8,10.1,0.186,39.362,( 66d),MPO 31993,2002/04/06 807 M. W. Buie
,2002 GM32,25.883,52.952,9.0,20020327,360.0,348.2,214.5,28.6,0.343,39.417,( 4d),MPO 30739,2002/04/06 807 M. W. Buie
,2002 GL32,34.510,45.016,7.6,20170216,18.0,193.4,11.0,7.1,0.132,39.763,4,MPO 260738,2002/04/06 807 M. W. Buie
,2002 GK32,43.078,44.518,6.4,20020327,360.0,110.0,111.4,2.6,0.016,43.798,( 1d),MPO 30739,2002/04/08 807 M. W. Buie
,2002 GH32,38.512,45.985,5.5,20170216,109.3,253.7,220.6,26.6,0.088,42.249,4,MPO 198867,2002/04/08 807 M. W. Buie
,2002 GF32,32.707,46.284,5.8,20170216,125.9,54.9,44.3,2.8,0.172,39.495,4,MPO 339371,2002/04/08 807 M. W. Buie
,2002 GE32,30.426,48.693,7.3,20170216,301.4,103.3,203.7,15.7,0.231,39.560,5,MPO 157365,2002/04/08 807 M. W. Buie
,2002 GC32,41.321,45.625,7.3,20020327,360.0,137.4,67.2,2.7,0.050,43.473,( 4d),MPO 38334,2002/04/07 807 M. W. Buie
,2002 GY31,42.631,44.354,6.5,20020327,360.0,195.2,23.2,0.5,0.020,43.492,( 4d),MPO 30739,2002/04/06 807 M. W. Buie
,2002 GX31,40.230,46.372,7.0,20020327,360.0,149.3,66.9,2.2,0.071,43.301,( 4d),MPO 30739,2002/04/06 807 M. W. Buie
,2002 GW31,30.087,49.020,7.1,20170216,101.3,199.1,227.2,2.6,0.239,39.554,4,MPO 260738,2002/04/06 807 M. W. Buie
,2002 FX36,42.498,46.321,6.5,20170216,149.8,81.4,301.1,1.1,0.043,44.410,6,MPO 331230,2002/03/18 695 M. W. Buie
,2002 FW36,42.011,44.317,6.9,20170216,339.6,137.6,57.4,2.3,0.027,43.164,5,MPO 339371,2002/03/18 695 M. W. Buie
,2002 FP7,31.859,47.065,8.5,20020327,0.0,183.3,1.2,8.6,0.193,39.462,( 15d),MPO 30730,2002/03/22 568
,2002 FX6,42.042,48.185,6.9,20020327,181.1,359.7,3.8,24.0,0.068,45.113,( 19d),MPO 41765,"2002/03/20 568 B. Gladman, J. J. Kavelaars, A. Doressoundiram"
,2002 FW6,32.288,40.849,8.2,20170216,233.4,187.0,153.6,3.5,0.117,36.568,4,MPO 342205,"2002/03/20 568 B. Gladman, J. J. Kavelaars, A. Doressoundiram"
,2002 FV6,40.157,54.350,6.8,20170216,156.0,66.3,312.8,3.1,0.150,47.253,4,MPO 331230,"2002/03/20 568 B. Gladman, J. J. Kavelaars, A. Doressoundiram"
,2002 CE251,28.831,50.568,8.4,20170216,1.8,215.2,342.5,9.3,0.274,39.700,5,MPO 339371,2002/02/08 695 M. W. Buie
,2002 CD251,42.376,43.241,7.3,20170216,76.1,40.8,48.8,1.4,0.010,42.808,5,MPO 273868,2002/02/08 695 M. W. Buie
,2002 CC251,33.588,45.453,8.0,20020215,0.0,156.5,358.5,5.5,0.150,39.521,( 42d),MPO 30690,2002/02/06 695 M. W. Buie
,2002 CY248,39.642,53.117,5.2,20170216,233.0,336.1,300.7,7.0,0.145,46.379,10,MPO 386736,2002/02/06 695 M. W. Buie
,2002 CB225,40.544,48.159,6.8,20170216,328.9,114.3,100.5,3.8,0.086,44.352,6,MPO 339371,2002/02/07 695 M. W. Buie
,2002 CA225,40.249,51.179,7.2,20020215,0.0,170.8,336.2,4.8,0.120,45.714,( 34d),MPO 30686,2002/02/07 695 M. W. Buie
,2002 CZ224,42.530,47.812,7.0,20170216,179.7,264.0,66.6,1.7,0.058,45.171,5,MPO 273868,2002/02/07 695 M. W. Buie
,2002 CX224,39.800,52.373,6.0,20170216,269.8,135.3,42.3,16.9,0.136,46.086,4,MPO 157362,2002/02/06 695 M. W. Buie
,2002 CW224,29.692,48.876,6.9,20170216,307.9,155.7,1.9,5.7,0.244,39.284,4,MPO 157362,2002/02/06 695 M. W. Buie
,2002 CZ154,40.878,46.629,7.5,20170216,8.1,25.8,152.9,10.1,0.066,43.753,4,MPO 331229,2002/02/06 695 M. W. Buie
,2002 CY154,41.372,47.736,6.8,20170216,183.3,237.1,120.9,1.0,0.071,44.554,3,MPO 331229,2002/02/06 695 M. W. Buie
,2002 CW154,42.921,49.551,6.4,20020126,179.1,355.8,346.4,26.9,0.072,46.236,( 1d),MPO 26179,2002/02/06 695 M. W. Buie
,2002 CV154,42.363,48.968,6.1,20020215,178.6,190.9,149.2,15.3,0.072,45.665,( 31d),MPO 27851,2002/02/06 695 M. W. Buie
,2002 CU154,41.174,46.837,6.8,20170216,6.0,41.4,108.9,3.4,0.064,44.005,7,MPO 339371,2002/02/06 695 M. W. Buie
,2002 CT154,41.610,52.683,6.8,20170216,30.7,347.6,159.4,3.5,0.117,47.147,4,MPO 326947,2002/02/06 695 M. W. Buie
,2002 CS154,41.063,45.819,7.2,20170216,320.4,137.2,87.0,1.2,0.055,43.441,5,MPO 339371,2002/02/06 695 M. W. Buie
,2002 CR154,42.627,42.627,7.0,20020215,0.1,49.7,106.9,4.6,0.0,42.627,( 31d),MPO 27851,2002/02/06 695 M. W. Buie
,2002 CQ154,43.161,43.161,6.4,20020215,0.1,16.0,139.4,3.3,0.0,43.161,( 42d),MPO 41764,2002/02/06 695 M. W. Buie
,2002 CO154,42.724,42.724,6.5,20020215,0.1,4.2,131.3,3.2,0.0,42.724,( 37d),MPO 30671,2002/02/06 695 M. W. Buie
,2001 XJ255,41.093,47.768,8.3,20011217,0.0,184.4,279.9,9.6,0.075,44.430,( 34d),MPO 24003,"2001/12/11 568 J. Kleyna, S. S. Sheppard, D. C. Jewitt"
,2001 XG255,40.967,46.863,8.3,20011217,0.0,195.5,269.9,2.4,0.067,43.915,( 36d),MPO 24003,"2001/12/09 568 D. C. Jewitt, J. Kleyna, S. S. Sheppard"
,2001 XF255,43.986,43.986,7.7,20011217,0.1,355.2,110.1,1.4,0.0,43.986,( 36d),MPO 24003,"2001/12/09 568 D. C. Jewitt, J. Kleyna, S. S. Sheppard"
,2001 XE255,43.497,43.497,7.9,20011217,0.1,358.5,106.8,10.3,0.0,43.497,( 36d),MPO 24003,"2001/12/09 568 D. C. Jewitt, J. Kleyna, S. S. Sheppard"
,2001 XC255,41.668,45.942,7.4,20020106,0.1,353.0,112.5,2.3,0.049,43.805,( 56d),MPO 27792,"2001/12/09 568 S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2001 XB255,43.168,46.266,6.8,20011217,0.0,36.9,68.6,2.2,0.035,44.717,( 36d),MPO 24003,"2001/12/09 568 S. S. Sheppard, D. C. Jewitt, J. Kleyna"
,2001 XX254,42.508,45.240,7.4,20170216,299.3,104.0,85.7,1.8,0.031,43.874,4,MPO 331229,"2001/12/11 568 J. Kleyna, D. C. Jewitt, S. S. Sheppard"
,2001 XW254,42.331,42.331,7.7,20011217,0.1,8.7,92.3,5.9,0.0,42.331,( 29d),MPO 24003,"2001/12/10 568 J. Kleyna, D. C. Jewitt, S. S. Sheppard"
,2001 XV254,45.658,45.658,7.0,20020106,0.1,350.6,114.0,5.9,0.0,45.658,( 59d),MPO 27792,"2001/12/09 568 J. Kleyna, D. C. Jewitt, S. S. Sheppard"
,2001 XU254,40.003,47.108,6.7,20170216,306.9,72.5,114.7,6.5,0.082,43.556,7,MPO 331229,"2001/12/09 568 S. S. Sheppard, J. Kleyna, D. C. Jewitt"
,2001 XR254,41.567,44.482,5.7,20170216,230.9,71.3,180.0,1.2,0.034,43.024,7,MPO 377762,"2001/12/10 568 D. C. Jewitt, S. S. Sheppard, J. Kleyna"
,2001 VN71,29.747,49.058,9.1,20170216,13.4,1.8,70.5,18.7,0.245,39.402,5,MPO 357108,"2001/11/09 568 B. Gladman, J. J. Kavelaars"
,2001 UP18,43.685,51.414,5.9,20170216,147.8,135.6,105.6,1.2,0.081,47.550,6,MPO 322111,2001/10/19 695 M. W. Buie
,2001 UN18,40.634,47.491,6.6,20170216,147.0,221.2,23.0,3.6,0.078,44.062,5,MPO 285654,2001/10/19 695 M. W. Buie
,2001 UC17,33.842,45.358,7.6,20011018,0.0,240.0,143.8,3.0,0.145,39.600,( 1d),MPO 21109,"2001/10/17 809 O. R. Hainaut, D. Kinoshita"
,2001 UB17,36.959,42.313,8.0,20011018,0.0,344.3,40.1,5.0,0.068,39.636,( 1d),MPO 21109,"2001/10/17 809 O. R. Hainaut, D. Kinoshita"
,2001 UA17,39.888,45.942,6.6,20011018,0.0,351.0,33.7,6.0,0.071,42.915,( 1d),MPO 21108,"2001/10/17 809 O. R. Hainaut, D. Kinoshita"
,2001 SE291,39.399,50.911,7.2,20170216,358.6,286.0,106.7,1.6,0.127,45.155,2,MPO 56313,"2001/09/18 675 P. Nicholson, C. Dumas, A. W. Harris, B. Gladman"
,2001 SD291,41.620,49.983,8.2,20011018,0.3,205.8,162.0,3.2,0.091,45.801,( 86d),MPO 23781,"2001/09/18 675 P. Nicholson, C. Dumas, A. W. Harris, B. Gladman"
,2001 RL155,38.737,49.653,7.8,20010928,0.1,90.8,279.8,0.9,0.123,44.195,( 37d),MPO 41728,2001/09/12 695 M. W. Buie
,2001 RZ143,41.254,46.449,6.6,20170216,358.6,33.1,8.4,2.1,0.059,43.852,7,MPO 322108,2001/09/12 695 M. W. Buie
,2001 RY143,44.150,45.602,7.1,20010928,180.0,196.1,359.6,6.5,0.016,44.876,( 39d),MPO 20978,2001/09/12 695 M. W. Buie
,2001 RX143,27.501,50.904,6.5,20170216,101.9,239.4,20.6,19.3,0.298,39.203,5,MPO 217985,2001/09/12 695 M. W. Buie
,2001 RW143,41.561,44.092,7.0,20170216,32.3,228.8,131.5,3.0,0.030,42.826,6,MPO 285653,2001/09/12 695 M. W. Buie
,2001 RV143,43.085,43.085,6.8,20010928,0.1,266.3,105.2,1.3,0.0,43.085,( 38d),MPO 20978,2001/09/12 695 M. W. Buie
,2001 RU143,33.265,45.306,5.7,20170216,155.4,18.3,209.2,6.5,0.153,39.285,7,MPO 339368,2001/09/12 695 M. W. Buie
,2001 QF331,31.584,52.490,7.7,20170216,343.9,249.6,156.9,2.7,0.249,42.037,5,MPO 388838,2001/08/19 807 M. W. Buie
,2001 QW322,42.701,45.162,7.8,20170216,121.9,75.7,124.7,4.8,0.028,43.932,4,MPO 87449,2001/08/24 568
,2001 QS322,42.286,45.357,6.4,20170216,23.4,355.5,348.3,0.2,0.035,43.822,6,MPO 311249,2001/08/19 807 M. W. Buie
,2001 QQ322,41.653,45.947,6.4,20170216,298.2,354.3,76.4,4.0,0.049,43.800,7,MPO 339368,2001/08/21 807 M. W. Buie
,2001 QH298,34.973,43.441,7.7,20170216,68.7,167.2,129.5,6.7,0.108,39.207,3,MPO 49927,2001/08/19 807 M. W. Buie
,2001 QE298,36.912,50.061,7.1,20170216,355.9,10.9,7.8,3.7,0.151,43.487,5,MPO 339368,2001/08/19 807 M. W. Buie
,2001 QD298,40.073,44.964,5.7,20170216,69.6,194.6,70.6,5.0,0.058,42.518,7,MPO 241841,2001/08/19 807 M. W. Buie
,2001 QC298,40.528,51.642,6.3,20170216,18.1,2.3,334.8,30.6,0.121,46.085,7,MPO 254717,2001/08/21 807 M. W. Buie
,2001 QA298,37.515,54.534,6.8,20170216,355.4,226.9,117.1,23.6,0.185,46.025,5,MPO 186865,2001/08/19 807 M. W. Buie
,2001 QZ297,41.342,47.081,6.9,20170216,50.9,256.8,15.9,1.9,0.065,44.212,6,MPO 230181,2001/08/19 807 M. W. Buie
,2001 QX297,42.926,45.026,6.3,20170216,315.7,114.0,279.4,0.9,0.024,43.976,8,MPO 224584,2001/08/20 807 M. W. Buie
,2001 QV297,43.976,43.976,6.3,20010819,0.0,234.2,91.6,2.4,0.0,43.976,( 1d),MPO 20939,2001/08/20 807 M. W. Buie
,2001 QU297,43.706,43.706,6.0,20010819,0.0,210.3,115.3,3.4,0.0,43.706,( 23d),MPO 41721,2001/08/20 807 M. W. Buie
,2001 QS297,43.797,43.797,5.4,20010819,0.0,13.9,309.8,5.2,0.0,43.797,( 23d),MPO 41721,2001/08/20 807 M. W. Buie
,2001 QR297,43.259,45.216,6.3,20170216,332.9,223.3,148.1,5.2,0.022,44.237,6,MPO 186865,2001/08/20 807 M. W. Buie
,2001 QQ297,40.544,47.784,7.1,20170216,74.4,208.1,80.6,4.4,0.082,44.164,3,MPO 285653,2001/08/19 807 M. W. Buie
,2001 QP297,39.567,50.503,6.6,20170216,82.9,162.2,111.9,1.4,0.121,45.035,6,MPO 339368,2001/08/19 807 M. W. Buie
,2001 QO297,41.182,44.289,5.9,20170216,264.8,323.3,143.5,1.1,0.036,42.736,5,MPO 326942,2001/08/19 807 M. W. Buie
,2001 PK47,37.150,42.051,7.0,20170216,334.1,171.4,247.9,8.7,0.062,39.600,5,MPO 339368,2001/08/12 568 C. Veillet
,2001 OG109,42.928,43.919,8.1,20170216,348.2,5.8,332.6,0.5,0.011,43.423,4,MPO 311248,"2001/07/27 568 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 OZ108,40.794,45.709,8.3,20170216,122.2,66.3,130.3,2.1,0.057,43.252,4,MPO 157350,2001/07/24 568 B. Gladman
,2001 OY108,41.505,50.597,7.4,20010710,179.6,5.1,58.2,6.8,0.099,46.051,( 1d),MPO 18350,2001/07/24 568 B. Gladman
,2001 OU108,46.754,46.754,6.5,20010730,0.1,359.5,320.1,27.5,0.0,46.754,( 16d),MPO 16127,2001/07/27 568 B. Gladman
,2001 OS108,46.453,46.453,6.8,20010730,0.1,32.2,274.6,1.5,0.0,46.453,( 17d),MPO 16127,2001/07/25 568 B. Gladman
,2001 OR108,41.198,50.126,7.9,20010710,360.0,226.8,91.3,2.6,0.098,45.662,( 1d),MPO 23631,2001/07/24 568 B. Gladman
,2001 OQ108,45.487,46.168,6.5,20170216,97.5,4.3,131.2,2.3,0.007,45.827,4,MPO 158408,2001/07/24 568 B. Gladman
,2001 ON108,43.704,43.704,7.6,20010819,0.1,104.7,201.4,1.2,0.0,43.704,( 56d),MPO 20863,2001/07/25 568 B. Gladman
,2001 OM108,44.342,47.766,8.0,20010908,183.3,357.4,126.7,12.2,0.037,46.054,(112d),MPO 23631,2001/07/25 568 B. Gladman
,2001 OL108,40.662,50.453,8.4,20010908,0.1,190.1,115.3,2.7,0.107,45.557,(114d),MPO 23631,2001/07/24 568 B. Gladman
,2001 OK108,41.288,44.454,7.4,20170216,81.0,125.2,114.8,2.0,0.037,42.871,4,MPO 285652,2001/07/24 568 B. Gladman
,2001 OJ108,40.811,49.009,7.8,20010710,360.0,185.7,118.5,9.1,0.091,44.910,( 1d),MPO 16126,2001/07/24 568 B. Gladman
,2001 KO77,37.495,50.741,7.9,20170216,2.9,15.5,245.6,20.7,0.150,44.118,5,MPO 368998,2001/05/23 807 M. W. Buie
,2001 KE77,37.053,54.260,7.2,20170216,48.4,326.4,240.2,20.9,0.188,45.657,4,MPO 140092,2001/05/24 807 M. W. Buie
,2001 KD77,35.013,44.383,5.8,20170216,38.6,89.7,139.1,2.3,0.118,39.698,5,MPO 87428,2001/05/24 807 M. W. Buie
,2001 KA77,43.270,51.927,5.0,20170216,274.5,121.9,239.1,11.9,0.091,47.598,5,MPO 206046,2001/05/24 807 M. W. Buie
,2001 KY76,30.174,48.710,6.1,20170216,309.0,262.2,90.1,4.0,0.235,39.442,3,MPO 50536,2001/05/22 807 M. W. Buie
,2001 KW76,36.147,56.352,7.6,20170216,334.2,240.6,61.8,10.4,0.218,46.250,6,MPO 198858,2001/05/22 807 M. W. Buie
,2001 KS76,39.607,47.657,7.5,20010531,0.0,58.7,158.6,2.8,0.092,43.632,( 17d),MPO 14451,2001/05/24 807 M. W. Buie
,2001 KQ76,41.577,44.107,6.8,20010531,0.0,165.2,48.0,6.1,0.030,42.842,( 16d),MPO 14451,2001/05/24 807 M. W. Buie
,2001 KM76,41.505,48.236,7.1,20010531,0.0,121.2,127.3,1.4,0.075,44.871,( 19d),MPO 14451,2001/05/22 807 M. W. Buie
,2001 KL76,40.539,48.813,6.6,20170216,228.3,142.6,255.4,1.3,0.093,44.676,4,MPO 157350,2001/05/22 807 M. W. Buie
,2001 KH76,40.620,52.052,6.8,20170216,311.0,67.5,261.6,3.2,0.123,46.336,4,MPO 157350,2001/05/22 807 M. W. Buie
,2001 KF76,43.507,45.667,7.2,20170216,298.1,275.7,50.9,3.2,0.024,44.587,4,MPO 157350,2001/05/22 807 M. W. Buie
,2001 HA59,42.008,45.918,6.5,20170216,138.6,304.3,149.1,1.0,0.044,43.963,2,MPO 100023,"2001/04/26 809 O. R. Hainaut, A. C. Delsanti"
,2001 HZ58,41.469,44.517,6.4,20170216,114.9,29.0,88.6,2.9,0.035,42.993,4,MPO 342204,"2001/04/26 809 O. R. Hainaut, A. C. Delsanti"
,2001 FK193,41.561,46.991,6.8,20170216,69.1,61.1,89.9,3.5,0.061,44.276,5,MPO 342203,2001/03/25 695 M. W. Buie
,2001 FJ193,36.179,42.516,9.3,20010312,359.9,55.4,128.1,1.1,0.081,39.348,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FH193,40.638,48.728,9.1,20010312,360.0,5.8,177.7,8.6,0.091,44.683,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FG193,41.450,51.553,8.5,20010312,360.0,158.6,24.9,3.3,0.109,46.502,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FF193,44.732,44.732,7.7,20010312,0.0,13.4,170.0,1.9,0.0,44.732,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FD193,44.789,44.789,8.1,20010312,0.0,7.9,176.0,12.5,0.0,44.789,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FC193,46.499,46.499,8.6,20010312,0.0,30.6,153.1,2.8,0.0,46.499,( 1d),MPO 20839,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FV185,34.442,44.317,7.7,20010421,0.1,171.6,13.1,24.2,0.125,39.379,( 57d),MPO 14427,2001/03/26 695 M. W. Buie
,2001 FU185,34.857,43.865,9.0,20010421,0.1,351.9,192.3,24.6,0.114,39.361,( 57d),MPO 14427,2001/03/26 695 M. W. Buie
,2001 FT185,42.147,53.009,7.9,20170216,47.8,145.1,16.8,19.5,0.114,47.578,4,MPO 377759,2001/03/26 695 M. W. Buie
,2001 FS185,41.427,45.074,7.7,20010421,0.1,109.6,97.4,4.6,0.042,43.251,( 57d),MPO 14427,2001/03/26 695 M. W. Buie
,2001 FQ185,36.762,59.501,6.6,20170216,7.7,68.9,135.2,3.2,0.236,48.131,10,MPO 386733,2001/03/26 695 M. W. Buie
,2001 FL185,40.882,47.964,7.1,20170216,29.8,71.8,75.6,3.6,0.080,44.423,6,MPO 339367,2001/03/26 695 M. W. Buie
,2001 FK185,41.540,45.574,7.3,20170216,355.2,169.7,56.8,1.2,0.046,43.557,9,MPO 349201,2001/03/25 695 M. W. Buie
,2001 FC185,38.563,47.329,8.1,20010312,359.9,4.7,150.1,20.0,0.102,42.946,( 1d),MPO 13848,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FB185,39.418,46.934,10.4,20010312,359.9,26.3,127.9,4.3,0.087,43.176,( 1d),MPO 13848,"2001/03/27 695 R. L. Allen, G. Bernstein, R. Malhotra"
,2001 FU172,28.861,50.422,8.4,20170216,45.1,135.2,32.4,24.7,0.272,39.642,4,MPO 339367,2001/03/22 695 B. Gladman
,2001 ES24,42.265,46.881,7.4,20170216,161.7,262.1,111.6,4.0,0.052,44.573,3,MPO 339367,"2001/03/01 809 O. R. Hainaut, A. C. Delsanti"
,2001 DV108,33.864,58.922,8.2,20170216,328.9,253.2,338.4,4.7,0.270,46.393,2,MPO 29689,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DU108,42.835,47.228,8.5,20010220,360.0,170.5,75.7,3.3,0.049,45.032,( 3d),MPO 27766,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DT108,32.063,46.942,9.5,20010220,360.0,337.7,176.0,1.9,0.188,39.502,( 3d),MPO 25897,"2001/02/25 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DS108,45.869,45.869,8.0,20010220,0.0,347.3,166.4,3.0,0.0,45.869,( 3d),MPO 25897,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DQ108,45.419,45.419,8.6,20010220,0.0,181.7,331.8,2.9,0.0,45.419,( 3d),MPO 23618,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DP108,27.355,51.562,10.0,20010220,311.8,121.3,113.4,1.3,0.307,39.459,( 3d),MPO 20837,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
,2001 DO108,42.950,42.950,8.4,20010220,0.0,5.0,148.7,2.6,0.0,42.950,( 3d),MPO 20837,"2001/02/22 568 D. Kinoshita, J. Watanabe, T. Fuse"
