Designation (and name),Prov. Des.,q,Q,EMoid,H,Epoch,M,Peri.,Node,Incl.,e,a,Opps.,Ref.,"Discovery date, site and discoverer(s)"
,2004 XK14,0.424,1.073,0.02543,22.4,20170216,129.3,303.1,306.9,3.1,0.434,0.749,2,MPO 369026,2004/12/10 704 LINEAR
,2004 XJ,0.736,1.039,0.04146,24.0,20170216,10.5,16.1,253.3,12.2,0.170,0.888,( 14d),MPO 74440,2004/12/02 704 LINEAR
,2004 XG,0.587,1.087,0.01312,24.1,20170216,93.5,1.0,284.9,1.2,0.298,0.837,2,MPO 323699,2004/12/02 703 Catalina Sky Survey
,2004 WC1,0.710,1.004,0.01422,26.1,20170216,339.8,179.4,54.8,10.3,0.171,0.857,( 4d),MPO 74439,2004/11/19 699 LONEOS
,2004 VJ1,0.789,1.099,0.01354,24.2,20170216,346.1,332.3,233.3,1.3,0.164,0.944,2,MPO 361110,2004/11/04 703 Catalina Sky Survey
,2004 VZ,0.711,1.171,0.00265,24.6,20170216,71.8,297.1,225.8,16.3,0.245,0.941,( 4d),MPO 74426,2004/11/03 704 LINEAR
,2004 UT1,0.751,1.178,0.00513,26.6,20170216,269.1,294.4,211.8,4.5,0.221,0.965,( 4d),MPO 74425,2004/10/23 704 LINEAR
,2004 UH1,0.575,1.332,0.00192,28.1,20170216,2.0,120.7,29.7,3.7,0.397,0.954,( 1d),MPO 74425,2004/10/23 691 Spacewatch
,2004 TN20,0.702,1.191,0.02143,24.9,20170216,239.7,56.5,203.1,14.1,0.259,0.946,( 3d),MPO 70482,2004/10/15 704 LINEAR
,2004 TP13,0.818,1.134,0.08044,23.1,20170216,167.4,138.7,12.6,36.5,0.162,0.976,( 7d),MPO 70480,2004/10/08 704 LINEAR
,2004 TD10,0.419,1.084,0.01218,22.1,20170216,202.9,136.8,48.3,2.6,0.442,0.751,( 23d),MPO 74368,2004/10/07 704 LINEAR
,2004 TA1,0.681,1.134,0.08940,23.1,20170216,249.7,200.6,14.5,13.5,0.250,0.908,( 30d),MPO 74367,2004/10/05 699 LONEOS
,2004 SC56,0.439,1.096,0.01088,22.7,20170216,19.1,322.9,201.9,4.8,0.428,0.768,4,MPO 183576,2004/09/25 704 LINEAR
,2004 SW26,0.431,1.045,0.04087,25.7,20170216,25.1,359.5,180.3,18.4,0.416,0.738,( 1d),MPO 70471,2004/09/23 291 Spacewatch
,2004 ST2,0.776,1.133,0.04620,24.2,20170216,227.9,227.0,356.8,22.1,0.187,0.955,( 6d),MPO 70467,2004/09/18 704 LINEAR
,2004 RO111,0.645,1.277,0.02371,23.4,20170216,330.2,281.0,199.3,5.4,0.329,0.961,( 9d),MPO 70424,2004/09/12 704 LINEAR
,2004 RX10,0.597,1.243,0.05196,21.3,20170216,247.8,334.1,173.7,6.0,0.351,0.920,3,MPO 241867,2004/09/08 704 LINEAR
,2004 QA22,0.835,1.068,0.00417,27.9,20170216,280.2,28.8,175.0,0.6,0.122,0.951,( 10d),MPO 70395,2004/08/25 704 LINEAR
,2004 QG13,0.784,1.118,0.10356,21.4,20170216,327.9,9.1,151.8,56.1,0.175,0.951,( 6d),MPO 70393,2004/08/24 704 LINEAR
,2004 QB3,0.554,1.347,0.01981,24.4,20170216,258.5,232.3,327.1,14.3,0.417,0.950,( 13d),MPO 70391,2004/08/21 703 Catalina Sky Survey
,2004 MD6,0.416,1.486,0.00887,20.4,20170216,310.7,231.4,263.9,29.3,0.563,0.951,4,MPO 386750,2004/06/23 704 LINEAR
,2004 LO2,0.594,1.237,0.01335,25.0,20170216,78.5,309.4,82.6,25.5,0.352,0.916,( 4d),MPO 66384,2004/06/11 704 LINEAR
,2004 KH15,0.798,1.125,0.10562,19.7,20170216,10.5,350.1,78.1,35.1,0.170,0.961,2,MPO 97710,2004/05/24 704 LINEAR
,2004 KG1,0.492,1.168,0.00343,24.1,20170216,51.8,213.6,243.1,1.9,0.407,0.830,( 10d),MPO 66381,2004/05/19 704 LINEAR
,2004 HT59,0.761,1.199,0.00651,27.2,20170216,347.2,112.2,214.7,11.1,0.223,0.980,( 1d),MPO 62577,2004/04/24 704 LINEAR
,2004 FU162,0.504,1.151,0.00027,28.7,20170216,300.7,139.7,191.1,4.2,0.391,0.827,( 0d),MPO 66355,2004/03/31 704 LINEAR
,2004 FJ29,0.594,1.232,0.13139,21.2,20170216,26.2,210.3,195.4,33.4,0.349,0.913,3,MPO 232519,2004/03/29 E12 Siding Spring Survey
,2004 FG29,0.446,1.311,0.00983,26.0,20170216,149.5,142.2,183.2,3.5,0.493,0.879,( 2d),MPO 62541,2004/03/29 704 LINEAR
,2004 FH,0.582,1.055,0.00002,25.7,20170216,36.5,36.6,291.0,0.0,0.289,0.818,( 3d),MPO 62536,2004/03/16 704 LINEAR
,2004 ER21,0.745,1.054,0.04059,24.4,20170216,249.3,343.4,357.3,7.9,0.172,0.900,( 11d),MPO 62522,2004/03/15 704 LINEAR
,2004 EL20,0.595,1.034,0.00626,26.7,20170216,71.6,337.6,356.0,7.7,0.270,0.814,( 3d),MPO 62522,2004/03/14 704 LINEAR
,2004 DA53,0.593,1.174,0.00227,28.0,20170216,315.6,50.0,336.6,5.1,0.329,0.884,( 2d),MPO 62514,2004/02/26 704 LINEAR
,2004 BT58,0.591,1.331,0.07784,22.1,20170216,54.7,45.8,300.9,17.7,0.385,0.961,2,MPO 77770,2004/01/23 704 LINEAR
,2004 BY1,0.688,1.080,0.02086,24.5,20170216,43.0,28.2,298.8,3.6,0.222,0.884,( 28d),MPO 62469,2004/01/17 608 NEAT
,2003 YG136,0.625,1.312,0.01185,25.3,20170216,204.0,127.9,86.5,2.7,0.355,0.968,( 4d),MPO 58111,2003/12/28 704 LINEAR
,2003 YN107,0.975,1.002,0.00347,26.5,20170216,218.0,87.6,264.4,4.3,0.014,0.989,2,MPO 77762,2003/12/20 704 LINEAR
,2003 YS17,0.639,1.222,0.03031,21.6,20170216,125.3,134.7,99.0,6.5,0.313,0.931,4,MPO 248777,2003/12/21 704 LINEAR
,2003 YX1,0.645,1.115,0.01117,20.9,20170216,92.9,223.1,89.7,5.8,0.267,0.880,3,MPO 292088,2003/12/19 703 Catalina Sky Survey
,2003 YR1,0.494,1.303,0.06537,22.2,20170216,77.0,138.1,86.4,29.2,0.450,0.898,( 6d),MPO 58085,2003/12/18 704 LINEAR
,2003 YJ,0.745,1.115,0.11873,20.3,20170216,89.2,165.6,89.8,19.5,0.199,0.930,3,MPO 254727,2003/12/17 644 NEAT
,2003 WT153,0.735,1.052,0.00170,28.0,20170216,121.8,148.9,55.6,0.4,0.178,0.894,( 3d),MPO 58075,2003/11/29 291 Spacewatch
,2003 WU21,0.414,1.405,0.07008,21.9,20170216,17.1,140.7,57.5,28.6,0.545,0.909,2,MPEC 2016-X30,2003/11/20 704 LINEAR
,2003 UT55,0.834,1.125,0.00663,26.8,20170216,171.8,287.3,212.7,16.8,0.149,0.980,( 0d),MPO 53851,2003/10/26 246
,2003 UY12,0.284,1.118,0.01169,22.9,20170216,15.8,200.6,22.9,16.4,0.595,0.701,2,MPO 274947,2003/10/17 683 R. A. Tucker
,2003 TG2,0.621,1.195,0.19547,21.3,20170216,323.6,355.2,200.7,25.5,0.316,0.908,3,MPO 392289,2003/10/05 291 Spacewatch
,2003 SW130,0.615,1.153,0.00070,29.1,20170216,147.5,47.8,176.4,3.7,0.304,0.884,( 8d),MPO 53798,2003/09/20 291 Spacewatch
,2003 RU11,0.727,1.051,0.00755,25.5,20170216,237.4,316.7,178.3,4.7,0.182,0.889,( 4d),MPO 53765,2003/09/14 704 LINEAR
,2003 LN6,0.676,1.037,0.00071,24.6,20170216,291.6,210.8,215.5,0.6,0.210,0.857,2,MPO 328081,2003/06/09 704 LINEAR
,2003 LH,0.817,1.104,0.00468,25.2,20170216,312.5,238.3,247.3,10.8,0.150,0.961,( 59d),MPO 66313,2003/06/02 704 LINEAR
,2003 HT42,0.602,1.028,0.01251,24.8,20170216,107.1,352.3,38.7,4.9,0.261,0.815,( 12d),MPO 48377,2003/04/29 704 LINEAR
,2003 HM,0.594,1.033,0.00647,22.2,20170216,90.6,19.3,30.5,26.3,0.270,0.814,2,MPO 293068,2003/04/23 704 LINEAR
,2003 GQ22,0.713,1.031,0.02363,21.2,20170216,192.0,168.8,199.5,17.0,0.182,0.872,2,MPO 380333,2003/04/07 704 LINEAR
,2003 FY6,0.305,1.155,0.00393,22.4,20170216,204.6,29.6,359.3,6.6,0.582,0.730,3,MPO 266873,2003/03/29 699 LONEOS
,2003 FU3,0.520,1.197,0.08198,20.9,20170216,10.8,339.3,21.6,13.0,0.394,0.858,3,MPO 288410,2003/03/26 699 LONEOS
,2003 FK1,0.363,1.051,0.01288,23.0,20170216,290.1,196.6,177.5,23.4,0.486,0.707,( 8d),MPO 48340,2003/03/24 704 LINEAR
,2003 EM1,0.908,1.007,0.00917,24.5,20170216,112.5,23.8,346.0,15.3,0.052,0.958,( 8d),MPO 43514,2003/03/05 106 J. Skvarc
,2003 CA4,0.810,1.030,0.04042,23.6,20170216,146.1,173.1,139.9,7.5,0.120,0.920,( 31d),MPO 43505,2003/02/04 608 NEAT
,2003 AF23,0.502,1.247,0.03287,21.0,20170216,181.8,44.0,286.8,23.2,0.426,0.875,3,MPEC 2016-Y58,2003/01/08 704 LINEAR
,2002 XS90,0.614,1.005,0.01963,22.8,20170216,348.7,178.6,81.7,34.1,0.242,0.810,( 16d),MPO 41898,2002/12/15 704 LINEAR
,2002 XP37,0.612,1.298,0.10370,20.5,20170216,315.7,317.6,265.9,21.5,0.359,0.955,5,MPEC 2017-A07,2002/12/07 704 LINEAR
,2002 XB,0.691,1.121,0.12850,21.8,20170216,9.6,351.2,245.9,25.5,0.237,0.906,3,MPO 357115,2002/12/01 704 LINEAR
,2002 VX91,0.786,1.182,0.00204,24.3,20170216,308.4,78.7,216.4,2.3,0.201,0.984,3,MPO 135835,2002/11/12 704 LINEAR
,2002 VE68,0.427,1.021,0.02524,20.5,20170216,244.7,355.4,231.6,9.0,0.410,0.724,4,MPO 357115,2002/11/11 699 LONEOS
,2002 TZ66,0.817,1.042,0.00353,25.9,20170216,132.9,223.1,13.0,8.5,0.121,0.930,( 23d),MPO 38456,2002/10/07 291 Spacewatch
,2002 RR25,0.667,1.266,0.14026,20.8,20170216,284.9,156.1,349.9,13.5,0.310,0.967,2,MPO 306937,2002/09/04 699 LONEOS
,2002 LY1,0.594,1.317,0.01175,22.3,20170216,181.4,134.2,247.9,2.9,0.379,0.955,5,MPO 382660,2002/06/03 644 NEAT
,2002 JR100,0.649,1.200,0.01901,24.3,20170216,325.9,253.9,202.9,3.7,0.298,0.924,2,MPO 175956,2002/05/14 644 NEAT
,2002 JW15,0.659,1.138,0.11584,20.2,20170216,334.6,175.3,218.4,11.8,0.266,0.899,6,MPO 294791,2002/05/08 704 LINEAR
,2002 JX8,0.535,1.005,0.02041,20.3,20170216,119.5,338.1,68.6,4.3,0.305,0.770,3,MPO 140105,2002/05/04 704 LINEAR
,2002 GQ,0.478,1.058,0.00289,26.3,20170216,179.6,206.3,189.4,10.7,0.378,0.768,( 7d),MPO 30733,2002/04/01 704 LINEAR
,2002 FT6,0.531,1.446,0.04072,22.5,20170216,134.3,226.7,188.5,9.5,0.463,0.988,6,MPO 264923,2002/03/23 704 LINEAR
,2002 FT5,0.676,1.258,0.16354,21.9,20170216,4.4,31.5,8.0,28.1,0.300,0.967,( 43d),MPO 30730,2002/03/20 704 LINEAR
,2002 FW1,0.541,1.105,0.00902,24.0,20170216,107.9,223.2,164.0,6.6,0.342,0.823,( 21d),MPO 30729,2002/03/19 644 NEAT
,2002 EM7,0.586,1.255,0.00070,24.4,20170216,48.6,58.9,346.0,1.6,0.363,0.921,( 25d),MPO 30702,2002/03/12 704 LINEAR
,2002 CC14,0.489,1.150,0.00925,24.8,20170216,193.3,218.1,137.6,12.6,0.403,0.820,( 7d),MPO 74134,2002/02/07 704 LINEAR
,2002 CW11,0.670,1.060,0.01001,26.1,20170216,13.7,210.9,136.8,3.1,0.225,0.865,( 14d),MPO 26152,2002/02/07 291 Spacewatch
,2002 AA29,0.980,1.006,0.01026,24.1,20170216,349.0,101.7,106.4,10.7,0.013,0.993,2,MPO 57849,2002/01/09 704 LINEAR
,2002 AO11,0.768,1.066,0.00149,22.7,20170216,323.7,305.9,295.0,13.1,0.162,0.917,2,MPO 363041,2002/01/09 704 LINEAR
,2002 AB2,0.515,1.167,0.04872,23.3,20170216,103.0,149.5,103.1,13.3,0.388,0.841,( 11d),MPO 24030,2002/01/07 704 LINEAR
,2002 AY1,0.438,1.120,0.00862,20.8,20170216,242.0,323.8,287.9,29.9,0.437,0.779,5,MPO 331229,2002/01/07 704 LINEAR
,2001 YE4,0.311,1.043,0.03122,20.7,20170216,289.2,318.8,305.5,4.8,0.540,0.677,3,MPEC 2017-A07,2001/12/21 704 LINEAR
,2001 WF49,0.474,1.031,0.04381,22.2,20170216,307.4,358.4,239.7,18.0,0.371,0.752,2,MPEC 2016-X41,2001/11/24 704 LINEAR
,2001 UP,0.630,1.137,0.00596,25.7,20170216,53.9,133.4,25.5,7.7,0.287,0.883,( 4d),MPO 38327,2001/10/16 704 LINEAR
,2001 TD,0.795,1.112,0.00499,25.1,20170216,276.8,241.3,13.1,9.0,0.166,0.954,( 8d),MPO 21049,2001/10/08 704 LINEAR
,2001 SQ263,0.482,1.413,0.03197,22.4,20170216,324.5,262.5,327.1,3.9,0.491,0.947,4,MPEC 2016-W57,2001/09/23 699 LONEOS
,2001 OT,0.632,1.235,0.06255,21.6,20170216,345.2,142.9,295.9,12.1,0.323,0.934,2,MPO 180966,2001/07/16 608 NEAT
,2001 FO127,0.748,1.029,0.01577,27.5,20170216,146.3,200.9,189.2,7.3,0.159,0.889,( 19d),MPO 13842,2001/03/30 695 B. Gladman
,2001 FR85,0.955,1.010,0.00084,24.8,20170216,236.9,233.7,183.1,5.2,0.028,0.983,( 8d),MPO 41679,2001/03/26 704 LINEAR
,2001 ED18,0.932,1.046,0.02333,24.5,20170216,301.8,306.7,357.8,11.6,0.057,0.989,( 5d),MPO 20837,2001/03/15 704 LINEAR
,2001 CQ36,0.772,1.104,0.01382,22.5,20170216,321.9,344.4,30.8,1.3,0.177,0.938,4,MPO 285652,2001/02/13 704 LINEAR
,2001 CP36,0.424,1.006,0.01016,23.7,20170216,2.4,353.6,331.0,10.6,0.407,0.715,2,MPO 264919,2001/02/15 704 LINEAR
,2001 BB16,0.709,1.002,0.00434,23.2,20170216,277.3,195.9,122.4,2.0,0.171,0.856,3,MPO 363034,2001/01/20 704 LINEAR
,2001 BA16,0.811,1.070,0.00107,26.0,20170216,333.0,243.3,115.5,5.8,0.138,0.940,( 40d),MPO 12273,2001/01/19 704 LINEAR
,2000 YS134,0.664,1.050,0.02811,23.1,20170216,287.1,189.5,97.4,3.5,0.225,0.857,( 60d),MPO 11023,2000/12/30 704 LINEAR
,2000 WP19,0.608,1.101,0.00308,22.7,20170216,314.8,222.2,55.7,7.7,0.288,0.855,3,MPO 361092,2000/11/21 704 LINEAR
,2000 WC1,0.649,1.111,0.00434,22.2,20170216,2.4,230.1,50.8,17.4,0.263,0.880,3,MPO 322106,2000/11/16 704 LINEAR
,2000 UR16,0.508,1.301,0.01242,23.9,20170216,74.4,228.8,33.8,11.7,0.439,0.904,( 33d),MPO 9844,2000/10/28 557 P. Kusnirak
,2000 UK11,0.663,1.103,0.00426,25.3,20170216,114.5,293.8,237.1,0.8,0.249,0.883,2,MPO 347153,2000/10/25 704 LINEAR
,2000 SG344,0.912,1.043,0.00084,24.7,20170216,251.8,275.3,191.9,0.1,0.067,0.977,2,MPO 6089,"2000/09/29 568 D. J. Tholen, R. J. Whiteley"
,2000 SZ162,0.774,1.086,0.00195,27.3,20170216,332.8,131.4,14.8,0.9,0.168,0.930,( 8d),MPO 5115,2000/09/29 691 Spacewatch
,2000 OK8,0.767,1.203,0.13543,20.2,20170216,184.2,166.2,304.6,10.0,0.221,0.985,3,MPO 35534,2000/07/30 704 LINEAR
,2000 LG6,0.816,1.019,0.00291,29.0,20170216,180.6,8.3,72.5,2.8,0.111,0.917,( 3d),MPO 1663,2000/06/04 691 Spacewatch
,2000 HO40,0.344,1.137,0.03952,22.1,20170216,302.1,6.4,29.9,6.2,0.535,0.740,( 10d),MPO 57775,2000/04/25 699 LONEOS
,2000 HB24,0.464,1.166,0.01580,23.7,20170216,41.3,17.9,55.1,2.7,0.430,0.815,2,MPO 297820,2000/04/28 704 LINEAR
,2000 EZ106,0.515,1.358,0.06488,20.5,20170216,152.6,313.1,358.5,41.1,0.450,0.937,( 14d),MPC 40488,2000/03/12 699 LONEOS
,2000 EM26,0.433,1.200,0.01881,22.1,20170216,116.2,24.2,345.0,3.9,0.470,0.816,( 9d),MPO 286577,2000/03/05 704 LINEAR
,2000 EB14,0.452,1.340,0.03049,23.1,20170216,274.1,139.6,162.8,11.6,0.496,0.896,2,MPO 193432,2000/03/03 704 LINEAR
,1999 VX25,0.774,1.025,0.00565,26.7,20170216,289.4,151.7,55.3,1.7,0.140,0.900,( 5d),MPC 36941,1999/11/15 704 LINEAR
,1999 VW25,0.825,1.033,0.04301,25.3,19991029,167.3,354.7,232.4,10.8,0.112,0.929,( 3d),MPC 36941,1999/11/14 704 LINEAR
,1999 LK1,0.605,1.209,0.02791,22.0,20170216,300.5,223.6,240.0,11.9,0.333,0.907,3,MPO 234345,1999/06/04 703 Catalina Sky Survey
,1999 AO10,0.810,1.012,0.02038,23.9,20170216,66.7,7.7,313.2,2.6,0.111,0.911,( 33d),MPC 34039,1999/01/13 704 LINEAR
,1998 XN17,0.776,1.189,0.05542,22.8,20170216,353.0,226.5,85.9,7.2,0.210,0.982,4,MPO 62235,1998/12/15 704 LINEAR
,1998 VF32,0.473,1.229,0.03697,21.1,20170216,348.1,320.9,236.3,23.7,0.444,0.851,5,MPEC 2016-X88,1998/11/14 704 LINEAR
,1998 SZ27,0.448,1.359,0.00753,20.6,20170216,245.7,47.6,166.8,23.4,0.504,0.903,( 8d),MPO 171000,1998/09/21 704 LINEAR
,1998 SD9,0.348,1.057,0.00952,24.2,20170216,278.2,6.6,166.8,2.9,0.505,0.702,2,MPO 142571,1998/09/18 704 LINEAR
,1998 DK36,0.404,0.980,0.01029,25.0,20170216,166.3,180.7,150.9,2.0,0.416,0.692,( 1d),MPO 166084,1998/02/23 568 D. J. Tholen
,1997 AC11,0.577,1.249,0.10226,20.5,20170216,263.0,141.6,116.9,31.7,0.368,0.913,( 17d),MPO 70213,1997/01/10 566 NEAT
,1996 XZ12,0.496,1.456,0.00543,25.4,20170216,52.7,56.1,251.5,5.5,0.492,0.976,( 3d),MPO 166083,1996/12/08 691 Spacewatch
,1996 BG1,0.646,1.148,0.02647,23.8,20170216,119.6,150.7,139.5,3.8,0.280,0.897,2,MPO 249858,1996/01/21 691 Spacewatch
,1995 CR,0.119,1.695,0.01284,21.7,20170216,117.2,322.6,342.6,4.1,0.868,0.907,2,MPEC 2016-Y82,1995/02/03 691 Spacewatch
,1994 XL1,0.318,1.024,0.03657,20.9,20170216,336.7,356.6,252.7,28.2,0.526,0.671,4,MPEC 2016-Y31,1994/12/06 413 R. H. McNaught
,1994 WR12,0.456,1.057,0.00111,22.3,20170216,43.2,206.0,62.7,6.9,0.397,0.757,2,MPO 374364,1994/11/28 675 C. S. Shoemaker
,1994 GL,0.339,1.028,0.01249,24.4,20170216,342.2,179.4,196.8,3.7,0.504,0.683,( 3d),MPO 164143,1994/04/07 691 Spacewatch
,1993 DA,0.849,1.023,0.03277,26.4,20170216,10.8,354.1,329.1,12.4,0.093,0.936,( 5d),MPO 164143,1993/02/17 691 Spacewatch
-477465,2009 XZ1,0.399,1.313,0.04220,21.7,20170216,263.1,153.0,82.0,8.2,0.534,0.856,5,MPO 387926,2009/12/11 703 CSS
-475534,2006 TS7,0.397,1.496,0.01520,21.2,20170216,355.2,299.9,225.3,5.5,0.580,0.947,4,MPO 387409,2006/10/11 644 NEAT
-474611,2004 SB56,0.660,1.072,0.05268,19.2,20170216,331.8,233.6,302.1,18.7,0.238,0.866,4,MPO 387156,2004/09/25 699 LONEOS
-474238,2001 RU17,0.728,1.190,0.10943,21.5,20170216,26.3,330.3,170.7,13.9,0.241,0.959,4,MPO 387040,2001/09/11 699 LONEOS
-470310,2007 LB15,0.568,1.309,0.00663,19.4,20170216,332.4,237.4,262.8,25.2,0.395,0.938,4,MPO 383111,2007/06/13 703 CSS
-469737,2005 NW44,0.403,1.156,0.05383,20.4,20170216,133.1,0.7,114.4,6.1,0.483,0.779,4,MPO 382965,2005/07/10 703 CSS
-469445,2002 LT24,0.363,1.077,0.01136,22.1,20170216,180.4,282.6,166.2,0.8,0.496,0.720,4,MPO 382883,2002/06/09 704 LINEAR
-468909,2014 KZ44,0.641,1.320,0.29344,20.4,20170216,93.2,190.4,225.1,39.5,0.346,0.980,3,MPO 380578,2014/05/24* F51 Pan-STARRS 1
-468727,2010 JE87,0.509,1.300,0.03588,20.8,20170216,225.1,242.3,120.5,16.9,0.437,0.904,3,MPO 380530,2010/05/10 C51 WISE
-468540,2006 MD12,0.331,1.346,0.22796,19.4,20170216,155.3,174.5,291.8,27.3,0.605,0.839,6,MPO 392223,2006/06/20 G96 Mt. Lemmon Survey
-468468,2004 KH17,0.357,1.067,0.00368,21.9,20170216,263.6,340.7,79.2,22.1,0.498,0.712,5,MPO 386722,2004/05/29 704 LINEAR
-467460,2006 JF42,0.281,1.063,0.00323,19.1,20170216,335.3,17.8,40.9,6.0,0.582,0.672,4,MPO 378021,2006/05/11 703 CSS
-467352,2003 KZ18,0.635,1.262,0.15869,21.3,20170216,166.9,154.6,250.0,23.9,0.330,0.949,4,MPO 382649,2003/05/31 704 LINEAR
-467351,2003 KO2,0.356,1.099,0.00105,20.5,20170216,225.2,204.0,215.5,23.5,0.511,0.728,3,MPO 382649,2003/05/22 704 LINEAR
-467336,2002 LT38,0.580,1.110,0.03455,20.5,20170216,168.5,162.7,259.4,6.2,0.314,0.845,4,MPO 392222,2002/06/12 704 LINEAR
-466507,2014 FK33,0.484,1.467,0.16208,20.8,20170216,223.2,328.2,15.8,27.0,0.503,0.976,3,MPO 386716,2014/03/25 G96 Mt. Lemmon Survey
-464798,2004 JX20,0.662,1.141,0.09603,19.4,20170216,82.5,349.1,101.8,10.5,0.266,0.902,6,MPO 392222,2004/05/15 703 CSS
-462238,2008 CN1,0.503,1.039,0.03351,20.6,20170216,267.7,7.2,331.5,7.2,0.348,0.771,3,MPO 369617,2008/02/02 703 CSS
-458452,2011 BR15,0.632,1.115,0.05970,20.0,20170216,350.1,72.1,216.9,10.2,0.277,0.873,3,MPO 362249,2011/01/25 E12 Siding Spring Survey
-457059,2008 EG,0.246,1.640,0.25333,20.1,20170216,189.2,355.5,327.5,26.8,0.739,0.943,6,MPO 361888,2008/03/01 703 CSS
-456537,2007 BG,0.527,1.047,0.05269,19.5,20170216,322.8,133.3,168.3,12.7,0.331,0.787,5,MPO 377671,2007/01/18 E12 Siding Spring Survey
-455659,2005 BO1,0.611,1.287,0.15043,21.5,20170216,222.6,174.2,113.4,10.7,0.356,0.949,3,MPO 361510,2005/01/17 691 Spacewatch
-455184,2000 ED14,0.362,1.308,0.03609,20.8,20170216,345.2,310.1,3.9,13.8,0.567,0.835,6,MPO 380273,2000/03/04 704 LINEAR
-453563,2010 BB,0.593,1.048,0.01034,20.2,20170216,326.7,28.9,279.8,10.0,0.277,0.820,3,MPO 377653,2010/01/16 G96 Mt. Lemmon Survey
-450649,2006 UY64,0.785,1.078,0.05323,19.5,20170216,302.7,210.9,30.8,26.2,0.157,0.932,5,MPO 373409,2006/10/25 E12 Siding Spring Survey
-450300,2004 QD14,0.624,1.260,0.01371,20.5,20170216,345.3,109.3,75.3,6.2,0.338,0.942,6,MPO 392217,2004/08/24 E12 Siding Spring Survey
-450237,2002 XY38,0.713,1.109,0.00325,22.9,20170216,266.9,119.5,159.4,2.1,0.217,0.911,3,MPO 373403,2002/12/07 644 NEAT
-446924,2002 VV17,0.472,1.203,0.08701,20.2,20170216,95.0,348.8,222.2,9.7,0.437,0.837,7,MPO 373374,2002/11/07 704 LINEAR
-441987,2010 NY65,0.630,1.368,0.01739,21.5,20170216,303.4,251.3,268.1,11.7,0.370,0.999,5,MPO 392189,2010/07/14 C51 WISE
-437844,1999 MN,0.226,1.122,0.00560,21.4,20170216,166.7,9.7,80.9,2.0,0.665,0.674,6,MPO 339588,1999/06/22 703 CSS
-437841,1998 HD14,0.662,1.264,0.03401,21.1,20170216,54.8,260.8,183.9,7.8,0.313,0.963,7,MPO 392157,1998/04/25 566 NEAT
-436771,2012 JG11,0.546,1.378,0.11240,19.0,20170216,75.0,280.4,165.6,24.7,0.433,0.962,5,MPO 386673,2012/05/12 G96 Mt. Lemmon Survey
-436030,2009 JO2,0.464,1.313,0.05594,19.4,20170216,160.4,239.7,203.5,19.6,0.478,0.888,5,MPO 386666,2009/05/13 G96 Mt. Lemmon Survey
-434326,2004 JG6,0.298,0.973,0.03978,18.4,20170216,286.2,353.0,37.0,18.9,0.531,0.635,9,MPO 335509,2004/05/11 699 LONEOS
-434313,2004 GP,0.356,1.037,0.21229,19.4,20170216,192.6,278.6,115.7,14.5,0.488,0.697,4,MPO 349157,2004/04/09 704 LINEAR
-427778,2005 BE,0.512,1.256,0.23112,20.1,20170216,18.6,168.7,116.0,31.2,0.421,0.884,4,MPO 327416,2005/01/16 703 CSS
-427684,2004 DH2,0.566,1.322,0.12466,20.2,20170216,164.1,216.1,157.3,23.0,0.400,0.944,6,MPO 380252,2004/02/19 704 LINEAR
-425755,2011 CP4,0.118,1.705,0.01895,21.2,20170216,215.3,159.9,148.0,9.5,0.870,0.911,5,MPO 368882,2011/02/02* F51 Pan-STARRS 1
-424965,2009 AM15,0.417,1.208,0.05329,18.8,20170216,173.3,131.5,166.2,28.9,0.487,0.812,4,MPO 323042,2009/01/06 E12 Siding Spring Survey
-422686,2000 AC6,0.609,1.098,0.04577,21.5,20170216,74.6,188.0,101.5,4.7,0.286,0.853,5,MPO 335073,2000/01/04 704 LINEAR
-420738,2012 TS,0.878,1.103,0.09226,20.9,20170216,302.5,20.5,190.8,16.5,0.113,0.991,4,MPO 392087,2012/10/04 703 CSS
-418797,2008 VF,0.611,1.201,0.20860,19.5,20170216,32.8,3.2,234.4,26.2,0.326,0.906,6,MPO 373322,2008/11/01 704 LINEAR
-418265,2008 EA32,0.428,0.804,0.17931,16.4,20170216,47.7,181.8,101.0,28.3,0.305,0.616,4,MPO 392086,2008/03/10 703 CSS
-418198,2008 CN70,0.528,1.175,0.09122,19.0,20170216,71.8,114.3,150.7,24.5,0.380,0.852,4,MPO 353477,2008/02/09 E12 Siding Spring Survey
-417655,2006 YF13,0.548,1.290,0.08178,19.9,20170216,305.6,95.4,205.3,10.5,0.403,0.919,5,MPO 368822,2006/12/26 E12 Siding Spring Survey
-417217,2005 YS,0.320,1.102,0.03094,19.6,20170216,48.7,327.9,288.6,19.6,0.550,0.711,4,MPO 353469,2005/12/21 704 LINEAR
-417210,2005 XV77,0.460,1.109,0.09541,20.6,20170216,159.1,9.3,282.3,16.8,0.414,0.784,4,MPO 353469,2005/12/10 703 CSS
-416002,2002 BN,0.397,1.353,0.08924,20.5,20170216,52.0,147.2,115.8,27.8,0.546,0.875,5,MPO 373317,2002/01/19 704 LINEAR
-415949,2001 XY10,0.534,1.209,0.05696,19.3,20170216,341.0,219.7,92.9,31.0,0.387,0.872,5,MPO 353460,2001/12/11 704 LINEAR
-415713,1998 XX2,0.469,1.014,0.01662,19.9,20170216,49.3,153.0,74.4,7.0,0.367,0.741,6,MPO 315368,1998/12/08 704 LINEAR
